user_id,age,gender,height_cm,weight_kg,steps,calories_burned,workout_type,workout_duration_minutes,heart_rate,sleep_hours,water_intake_liters,date,activity_level
1769,23.0,Male,164.0,82.0,17585.0,274.0,Cardio,84.0,90.0,3.5,0.7,2023-01-01 22:00:00,High
1343,35.0,Male,166.0,50.0,18388.0,353.0,Strength,64.40168421052631,77.0,8.8,3.0,2023-01-01 23:00:00,High
1491,47.0,Female,146.0,59.0,18696.0,792.0,cardio,63.0,160.0,6.0,3.0,2023-01-02 00:00:00,High
1413,29.0,Male,183.0,91.0,19409.0,170.0,Unknown,84.0,70.0,6.6,1.1,2023-01-02 01:00:00,High
1805,43.0,Male,169.0,89.0,12765.0,739.0,Yoga,108.0,126.0,4.2,2.8,2023-01-02 02:00:00,High
1385,39.0,Unknown,168.0,49.0,5221.0,712.0,Strength,45.0,152.0,3.4,1.5,2023-01-02 03:00:00,Medium
1191,30.0,Male,170.0,97.0,16327.0,511.0,cardio,111.0,188.0,5.6,1.4,2023-01-02 04:00:00,High
1955,37.0,Male,183.0,106.0,4671.0,510.0,HIIT,85.0,196.0,6.5,1.6,2023-01-02 05:00:00,Low
1276,45.0,Female,182.0,77.0,5941.0,265.0,HIIT,70.0,124.0,8.4,2.3,2023-01-02 06:00:00,Medium
1160,19.0,Female,175.0,88.0,13466.0,204.0,Cardio,69.0,50.0,6.5,3.3,2023-01-02 07:00:00,High
1459,28.0,Male,158.0,96.0,18988.0,441.0,Cardio,104.0,158.0,8.5,2.2,2023-01-02 08:00:00,High
1313,38.0,Female,145.0,90.0,19286.0,200.0,Strength,45.0,126.0,3.8,1.5,2023-01-02 09:00:00,High
1021,23.0,Female,164.0,63.0,13191.0,403.0,Unknown,64.40168421052631,66.0,3.4,3.6,2023-01-02 10:00:00,High
1252,33.0,Male,170.0,91.0,5588.0,641.0,Yoga,53.0,160.0,4.1,0.7,2023-01-02 10:00:00,Medium
1747,27.0,Female,169.0,96.0,11811.0,722.0,HIIT,77.0,68.0,8.4,3.3,2023-01-02 12:00:00,High
1856,46.0,Female,159.0,68.0,19733.0,374.0,Strength,75.0,123.0,6.5,3.2,2023-01-02 13:00:00,High
1560,29.0,Female,149.0,61.0,8928.0,618.0,Strength,64.40168421052631,108.0,4.0,1.4,2023-01-02 14:00:00,Medium
1474,49.0,Unknown,176.0,90.0,50000.0,252.0,Unknown,86.0,164.0,3.2,1.2,2023-01-02 15:00:00,High
1058,37.0,Unknown,169.0,108.0,8120.0,197.0,Strength,64.40168421052631,87.0,7.8,3.6,2023-01-02 16:00:00,Medium
1510,49.0,Female,152.0,72.0,10814.5,491.0,Cardio,38.0,80.0,9.0,2.5,2023-01-02 17:00:00,High
1681,37.0,Male,180.0,77.0,5719.0,382.0,Unknown,57.0,155.0,8.3,2.2390315789473685,2023-01-02 18:00:00,Medium
1475,56.0,Male,141.0,108.0,9081.0,480.2138947368421,HIIT,45.0,160.0,4.4,3.6,2023-01-02 19:00:00,Medium
1699,27.0,Female,169.0,72.0,15550.0,708.0,Cardio,101.0,99.0,7.1,1.7,2023-01-02 20:00:00,High
1975,30.0,Female,160.0,100.0,17354.0,377.0,Cardio,17.0,175.0,8.3,1.7,2023-01-02 21:00:00,High
1782,46.0,Unknown,172.0,77.0,11864.0,671.0,Unknown,14.0,152.0,4.8,2.8,2023-01-02 22:00:00,High
1189,44.0,Male,163.0,49.0,17931.0,741.0,Unknown,105.0,108.0,6.7,2.8,2023-01-02 23:00:00,High
1957,41.0,Male,192.0,98.0,13624.0,162.0,Strength,103.0,170.0,5.2,1.7,2023-01-03 00:00:00,High
1686,33.0,Female,183.0,88.0,4361.0,648.0,cardio,87.0,194.0,4.6,1.0,2023-01-03 01:00:00,Low
1562,37.0,Female,173.0,101.0,2924.0,489.0,cardio,52.0,198.0,9.4,2.7,2023-01-03 03:00:00,Low
1875,53.0,Female,199.0,91.0,13647.0,473.0,Strength,19.0,143.0,6.1,3.5,2023-01-03 04:00:00,High
1566,32.0,Female,148.0,69.0,7681.0,745.0,Yoga,19.0,101.0,4.0,2.2,2023-01-03 05:00:00,Medium
1243,38.0,Female,141.0,88.0,10814.5,747.0,HIIT,15.0,191.0,8.1,2.8,2023-01-03 06:00:00,High
1831,39.0,Unknown,194.0,59.0,15175.0,306.0,Strength,25.0,65.0,4.8,0.7,2023-01-03 07:00:00,High
1504,23.0,Female,195.0,95.0,11122.0,724.0,Unknown,69.0,104.0,4.2,3.6,2023-01-03 08:00:00,High
1130,56.0,Male,169.0,97.0,17805.0,580.0,Cardio,35.0,186.0,5.7,1.6,2023-01-03 09:00:00,High
1484,21.0,Male,169.0,78.0,17719.0,704.0,cardio,30.0,185.0,6.7,2.7,2023-01-03 10:00:00,High
1818,20.0,Male,185.0,77.0,10718.0,556.0,Unknown,109.0,158.0,3.7,3.7,2023-01-03 11:00:00,High
1646,59.0,Unknown,150.0,65.0,1056.0,307.0,Strength,67.0,143.0,7.0,3.3,2023-01-03 12:00:00,Low
1020,44.0,Male,194.0,51.0,14973.0,334.0,Yoga,50.0,56.0,3.1,2.7,2023-01-03 13:00:00,High
1840,43.0,Male,182.0,100.0,16352.0,640.0,HIIT,115.0,198.0,9.2,3.0,2023-01-03 14:00:00,High
1166,26.0,Male,156.0,93.0,16052.0,685.0,Yoga,39.0,182.0,9.4,3.7,2023-01-03 15:00:00,High
1273,16.0,Female,175.0,86.0,4147.0,506.0,Strength,14.0,189.0,8.1,3.3,2023-01-03 16:00:00,Low
1387,58.0,Unknown,152.0,67.0,10814.5,511.0,Strength,19.0,130.0,6.3,2.6,2023-01-03 17:00:00,High
1600,34.0,Female,146.0,96.0,1721.0,373.0,Unknown,104.0,137.0,4.8,2.8,2023-01-03 18:00:00,Low
1315,24.0,Male,155.0,97.0,13269.0,762.0,Yoga,20.0,126.0,8.2,1.0,2023-01-03 19:00:00,High
1013,42.0,Unknown,172.0,60.0,17769.0,353.0,Cardio,111.0,132.0,9.5,2.1,2023-01-03 20:00:00,High
1241,49.0,Unknown,184.0,81.0,8426.0,157.0,Unknown,72.0,94.0,4.1,1.6,2023-01-03 21:00:00,Medium
1776,59.0,Female,140.0,62.0,14788.0,621.0,Yoga,16.0,129.0,6.3,2.0,2023-01-03 21:00:00,High
1345,19.0,Female,150.0,64.0,15007.0,321.0,cardio,68.0,74.0,5.2,2.8,2023-01-03 23:00:00,High
1564,51.0,Male,145.0,90.0,12079.0,245.0,Unknown,21.0,76.0,5.5,1.0,2023-01-04 00:00:00,High
1897,33.0,Unknown,159.0,77.0,15346.0,757.0,cardio,73.0,100.0,5.8,2.2390315789473685,2023-01-04 01:00:00,High
1339,30.0,Female,174.0,107.0,8115.0,455.0,Yoga,118.0,168.0,9.7,1.9,2023-01-04 02:00:00,Medium
1091,28.0,Male,183.0,47.0,11911.0,407.0,Cardio,50.0,157.0,4.8,1.6,2023-01-04 03:00:00,High
1366,34.0,Unknown,176.0,77.0,1259.0,623.0,cardio,69.0,109.0,6.4,2.0,2023-01-04 04:00:00,Low
1955,21.0,Unknown,180.0,93.0,9791.0,449.0,Strength,81.0,121.0,9.7,3.8,2023-01-04 05:00:00,Medium
1454,27.0,Male,165.0,45.0,8536.0,614.0,HIIT,37.0,129.0,6.3,3.0,2023-01-04 06:00:00,Medium
1427,52.0,Male,197.0,66.0,9947.0,763.0,Cardio,89.0,121.0,9.0,1.6,2023-01-04 07:00:00,Medium
1508,32.0,Male,151.0,58.0,12769.0,477.0,Unknown,72.0,145.0,3.4,1.1,2023-01-04 08:00:00,High
1775,38.0,Male,169.0,89.0,11950.0,259.0,Unknown,64.40168421052631,175.0,9.7,2.7,2023-01-04 09:00:00,High
1942,41.0,Female,167.0,50.0,17860.0,278.0,Yoga,110.0,199.0,4.3,2.8,2023-01-04 09:00:00,High
1034,44.0,Male,166.0,109.0,6283.0,286.0,Unknown,41.0,126.0,9.9,2.2,2023-01-04 11:00:00,Medium
1205,48.0,Unknown,181.0,65.0,10791.0,688.0,HIIT,30.0,188.0,4.2,1.2,2023-01-04 12:00:00,High
1931,40.0,Male,144.0,47.0,8405.0,313.0,Strength,118.0,55.0,5.2,1.4,2023-01-04 14:00:00,Medium
1561,25.0,Male,197.0,74.0,18645.0,498.0,Unknown,27.0,126.0,6.0,2.2390315789473685,2023-01-04 15:00:00,High
1871,38.0,Female,144.0,75.0,10814.5,612.0,Cardio,62.0,152.0,4.8,3.3,2023-01-04 16:00:00,High
1387,36.0,Female,180.0,78.0,7323.0,480.2138947368421,HIIT,119.0,61.0,9.8,3.5,2023-01-04 17:00:00,Medium
1001,36.0,Male,166.0,64.0,6937.0,653.0,Cardio,84.0,76.0,5.1,1.9,2023-01-04 18:00:00,Medium
1389,58.0,Female,167.0,98.0,18966.0,300.0,Strength,70.0,178.0,7.6,3.3,2023-01-04 19:00:00,High
1565,28.0,Female,165.0,69.0,12030.0,395.0,Yoga,59.0,129.0,4.0,4.0,2023-01-04 20:00:00,High
1105,52.0,Female,166.0,77.0,18882.0,259.0,HIIT,17.0,109.0,8.8,3.0,2023-01-04 21:00:00,High
1771,48.0,Male,191.0,82.0,14003.0,734.0,HIIT,21.0,165.0,6.8,3.1,2023-01-04 22:00:00,High
1821,39.0,Unknown,188.0,67.0,11578.0,424.0,HIIT,60.0,119.0,9.9,3.7,2023-01-04 23:00:00,High
1476,59.0,Female,181.0,96.0,13979.0,216.0,Unknown,75.0,197.0,6.5,1.7,2023-01-05 00:00:00,High
1702,26.0,Female,169.0,101.0,3209.0,199.0,Cardio,50.0,85.0,4.4,0.5,2023-01-05 01:00:00,Low
1401,32.0,Male,140.0,101.0,13060.0,664.0,HIIT,31.0,178.0,5.4,4.0,2023-01-05 02:00:00,High
1729,19.0,Female,193.0,96.0,8228.0,375.0,Cardio,18.0,101.0,8.2,2.2,2023-01-05 03:00:00,Medium
1555,40.0,Male,167.0,79.0,10300.0,727.0,Unknown,87.0,179.0,7.6,2.2390315789473685,2023-01-05 04:00:00,High
1161,45.0,Male,187.0,58.0,9681.0,655.0,cardio,88.0,198.0,8.4,3.3,2023-01-05 05:00:00,Medium
1201,24.0,Female,197.0,58.0,9196.0,304.0,Unknown,20.0,186.0,3.5,1.9,2023-01-05 06:00:00,Medium
1957,36.0,Unknown,197.0,77.0,9267.0,629.0,Cardio,22.0,160.0,7.1,2.4,2023-01-05 07:00:00,Medium
1995,35.0,Male,154.0,96.0,10814.5,260.0,Unknown,65.0,137.0,9.5,2.4,2023-01-05 08:00:00,High
1269,34.0,Male,194.0,45.0,7150.0,632.0,cardio,37.0,126.0,3.8,1.3,2023-01-05 09:00:00,Medium
1862,34.0,Female,156.0,78.0,11920.0,423.0,Strength,98.0,154.0,3.7,0.9,2023-01-05 10:00:00,High
1815,27.0,Male,165.0,63.0,17001.0,304.0,Strength,73.0,91.0,8.0,2.4,2023-01-05 11:00:00,High
1270,52.0,Unknown,159.0,68.0,17856.0,316.0,cardio,110.0,143.0,5.2,0.9,2023-01-05 12:00:00,High
1455,57.0,Unknown,164.0,48.0,16147.0,168.0,Yoga,73.0,94.0,7.6,1.7,2023-01-05 13:00:00,High
1461,32.0,Unknown,152.0,80.0,18221.0,494.0,Cardio,79.0,179.0,6.8,1.2,2023-01-05 14:00:00,High
1251,54.0,Unknown,164.0,76.0,7461.0,443.0,Unknown,46.0,156.0,9.2,3.6,2023-01-05 16:00:00,Medium
1701,43.0,Unknown,147.0,53.0,18865.0,794.0,Unknown,42.0,195.0,7.7,2.5,2023-01-05 17:00:00,High
1295,56.0,Male,144.0,64.0,12464.0,611.0,cardio,34.0,88.0,4.8,1.9,2023-01-05 18:00:00,High
1724,50.0,Female,145.0,106.0,15052.0,487.0,Strength,32.0,183.0,4.8,4.0,2023-01-05 19:00:00,High
1748,29.0,Unknown,191.0,66.0,17615.0,493.0,Yoga,65.0,192.0,7.1,1.6,2023-01-05 19:00:00,High
1337,50.0,Male,169.0,92.0,10814.5,780.0,Cardio,72.0,68.0,8.5,1.5,2023-01-05 19:00:00,High
1878,59.0,Female,153.0,52.0,6239.0,480.2138947368421,Yoga,17.0,113.0,6.1,1.7,2023-01-05 23:00:00,Medium
1052,56.0,Male,193.0,59.0,18333.0,538.0,Strength,64.40168421052631,100.0,3.7,1.3,2023-01-06 00:00:00,High
1791,22.0,Male,162.0,76.0,11078.0,376.0,HIIT,104.0,106.0,5.3,1.4,2023-01-06 01:00:00,High
1921,56.0,Male,150.0,97.0,8038.0,435.0,HIIT,99.0,69.0,4.1,1.4,2023-01-06 02:00:00,Medium
1216,28.0,Male,170.0,48.0,9048.0,433.0,Cardio,66.0,69.0,6.5,2.3,2023-01-06 03:00:00,Medium
1763,33.0,Male,145.0,74.0,15954.0,258.0,Unknown,84.0,131.0,7.9,1.9,2023-01-06 04:00:00,High
1187,52.0,Female,150.0,57.0,3297.0,284.0,Strength,71.0,150.0,3.6,2.7,2023-01-06 05:00:00,Low
1379,28.0,Female,152.0,65.0,18691.0,440.0,Cardio,103.0,87.0,7.3,2.3,2023-01-06 06:00:00,High
1156,17.0,Male,141.0,92.0,14706.0,778.0,Cardio,49.0,125.0,6.6,2.2,2023-01-06 09:00:00,High
1014,31.0,Male,169.0,107.0,14225.0,178.0,Yoga,49.0,182.0,5.2,1.0,2023-01-06 10:00:00,High
1812,24.0,Male,174.0,64.0,8318.0,543.0,Unknown,65.0,126.0,9.2,1.1,2023-01-06 10:00:00,Medium
1064,24.0,Male,194.0,108.0,14531.0,176.0,Strength,62.0,174.0,6.0,3.3,2023-01-06 12:00:00,High
1856,53.0,Female,175.0,77.0,6335.0,616.0,Unknown,94.0,76.0,9.0,3.0,2023-01-06 13:00:00,Medium
1838,26.0,Female,156.0,75.0,10530.0,480.2138947368421,Unknown,108.0,152.0,8.5,2.3,2023-01-06 14:00:00,High
1520,37.0,Unknown,167.0,77.0,8502.0,703.0,cardio,37.0,69.0,8.7,1.6,2023-01-06 15:00:00,Medium
1128,51.0,Male,161.0,55.0,14472.0,373.0,HIIT,51.0,132.0,8.2,2.7,2023-01-06 17:00:00,High
1647,38.0,Female,177.0,88.0,3862.0,612.0,Yoga,55.0,55.0,3.2,3.6,2023-01-06 18:00:00,Low
1471,49.0,Unknown,146.0,108.0,1917.0,170.0,Strength,27.0,161.0,4.4,2.4,2023-01-06 19:00:00,Low
1062,24.0,Female,154.0,78.0,13444.0,536.0,Strength,64.40168421052631,188.0,3.2,1.5,2023-01-06 20:00:00,High
1138,39.0,Female,171.0,109.0,9353.0,797.0,cardio,35.0,163.0,4.3,0.6,2023-01-06 21:00:00,Medium
1498,23.0,Unknown,150.0,99.0,6449.0,475.0,Yoga,108.0,133.0,3.4,1.1,2023-01-06 22:00:00,Medium
1592,22.0,Female,163.0,45.0,3811.0,616.0,Cardio,38.0,71.0,6.5,2.2390315789473685,2023-01-06 23:00:00,Low
1391,51.0,Female,142.0,82.0,4421.0,671.0,cardio,61.0,133.0,3.2,1.1,2023-01-06 23:00:00,Low
1674,33.0,Female,169.0,53.0,10290.0,374.0,Unknown,119.0,96.0,6.3,2.2,2023-01-07 01:00:00,High
1418,18.0,Female,145.0,61.0,3721.0,624.0,Strength,84.0,151.0,9.3,2.9,2023-01-07 02:00:00,Low
1288,43.0,Unknown,197.0,96.0,11892.0,767.0,Unknown,115.0,129.0,8.2,1.6,2023-01-07 03:00:00,High
1378,21.0,Female,141.0,62.0,10814.5,607.0,Yoga,55.0,74.0,9.6,2.8,2023-01-07 04:00:00,High
1772,59.0,Unknown,153.0,107.0,1788.0,789.0,HIIT,10.0,140.0,4.6,2.5,2023-01-07 05:00:00,Low
1489,59.0,Male,180.0,77.0,17640.0,362.0,Unknown,72.0,116.0,6.7,2.0,2023-01-07 06:00:00,High
1040,43.0,Unknown,190.0,96.0,7741.0,329.0,Strength,34.0,89.0,6.5,2.2390315789473685,2023-01-07 08:00:00,Medium
1027,55.0,Female,183.0,53.0,4654.0,687.0,Yoga,71.0,79.0,6.9,1.8,2023-01-07 09:00:00,Low
1134,16.0,Unknown,170.0,108.0,14580.0,676.0,HIIT,64.40168421052631,108.0,3.3,2.2390315789473685,2023-01-07 10:00:00,High
1200,51.0,Male,152.0,74.0,8660.0,171.0,Strength,91.0,77.0,4.6,3.1,2023-01-07 11:00:00,Medium
1839,36.0,Unknown,165.0,52.0,4251.0,480.2138947368421,HIIT,89.0,96.0,7.9,3.3,2023-01-07 12:00:00,Low
1779,58.0,Male,183.0,49.0,6268.0,726.0,Strength,92.0,166.0,8.4,2.7,2023-01-07 13:00:00,Medium
1929,50.0,Male,151.0,107.0,12781.0,170.0,cardio,25.0,132.0,7.0,1.8,2023-01-07 14:00:00,High
1032,28.0,Male,157.0,45.0,14489.0,557.0,cardio,78.0,106.0,4.9,1.7,2023-01-07 15:00:00,High
1047,25.0,Unknown,169.0,59.0,16131.0,636.0,cardio,100.0,178.0,5.8,2.8,2023-01-07 15:00:00,High
1502,59.0,Unknown,188.0,82.0,8562.0,677.0,Yoga,117.0,78.0,3.7,1.0,2023-01-07 17:00:00,Medium
1406,25.0,Female,160.0,86.0,16987.0,565.0,cardio,79.0,113.0,9.7,3.4,2023-01-07 17:00:00,High
1573,28.0,Male,187.0,90.0,15391.0,421.0,Yoga,43.0,148.0,9.1,1.8,2023-01-07 19:00:00,High
1727,52.0,Female,188.0,97.0,3152.0,354.0,Cardio,89.0,86.0,3.5,2.7,2023-01-07 19:00:00,Low
1804,53.0,Male,192.0,70.0,9738.0,447.0,cardio,64.40168421052631,177.0,4.2,2.2,2023-01-07 21:00:00,Medium
1098,39.0,Male,195.0,105.0,8888.0,702.0,Yoga,32.0,184.0,7.1,2.3,2023-01-07 22:00:00,Medium
1683,17.0,Unknown,179.0,98.0,11096.0,480.2138947368421,Strength,52.0,139.0,4.6,3.1,2023-01-07 23:00:00,High
1725,32.0,Male,163.0,70.0,1488.0,301.0,Unknown,41.0,113.0,8.3,1.4,2023-01-08 01:00:00,Low
1986,51.0,Female,173.0,104.0,19206.0,162.0,Yoga,116.0,67.0,4.9,0.8,2023-01-08 02:00:00,High
1546,29.0,Female,147.0,83.0,6622.0,228.0,Unknown,32.0,78.0,3.0,3.4,2023-01-08 03:00:00,Medium
1960,25.0,Female,183.0,80.0,4774.0,703.0,Strength,29.0,163.0,8.6,3.6,2023-01-08 04:00:00,Low
1738,50.0,Male,192.0,65.0,7446.0,318.0,Yoga,28.0,109.0,6.0,1.1,2023-01-08 05:00:00,Medium
1612,40.0,Female,172.0,85.0,9572.0,480.2138947368421,Strength,102.0,103.0,7.5,1.6,2023-01-08 06:00:00,Medium
1942,18.0,Male,162.0,92.0,10814.5,270.0,Unknown,81.0,121.0,5.0,1.5,2023-01-08 07:00:00,High
1642,32.0,Unknown,193.0,107.0,10814.5,588.0,cardio,27.0,198.0,7.7,1.2,2023-01-08 09:00:00,High
1768,27.0,Male,192.0,80.0,5887.0,421.0,Unknown,78.0,107.0,6.2,1.1,2023-01-08 10:00:00,Medium
1004,39.0,Female,188.0,68.0,17605.0,449.0,Cardio,21.0,85.0,4.6,1.1,2023-01-08 11:00:00,High
1217,44.0,Male,153.0,65.0,16684.0,622.0,Yoga,19.0,194.0,4.0,3.1,2023-01-08 12:00:00,High
1502,58.0,Unknown,153.0,62.0,1617.0,307.0,Unknown,64.40168421052631,129.0,7.1,3.6,2023-01-08 13:00:00,Low
1766,40.0,Unknown,155.0,59.0,14636.0,782.0,cardio,90.0,64.0,8.1,1.9,2023-01-08 14:00:00,High
1397,51.0,Unknown,188.0,50.0,3570.0,376.0,Yoga,105.0,89.0,5.0,1.0,2023-01-08 15:00:00,Low
1870,41.0,Unknown,177.0,87.0,7309.0,570.0,cardio,64.0,130.0,8.1,2.6,2023-01-08 16:00:00,Medium
1794,53.0,Male,197.0,75.0,3790.0,173.0,HIIT,13.0,100.0,4.3,1.2,2023-01-08 17:00:00,Low
1392,16.0,Female,199.0,72.0,8826.0,687.0,Yoga,104.0,190.0,5.4,2.2390315789473685,2023-01-08 18:00:00,Medium
1206,35.0,Unknown,178.0,52.0,13134.0,719.0,Strength,72.0,250.0,8.2,3.6,2023-01-08 19:00:00,High
1014,43.0,Unknown,165.0,73.0,5054.0,787.0,HIIT,99.0,192.0,7.6,3.5,2023-01-08 20:00:00,Medium
1857,31.0,Unknown,165.0,65.0,17090.0,689.0,Yoga,21.0,166.0,4.9,3.9,2023-01-08 20:00:00,High
1553,32.0,Female,140.0,102.0,8681.0,277.0,cardio,27.0,182.0,3.9,2.2,2023-01-08 22:00:00,Medium
1891,55.0,Male,171.0,104.0,16569.0,243.0,HIIT,17.0,126.0,3.3,1.5,2023-01-08 23:00:00,High
1460,43.0,Female,196.0,94.0,7508.0,570.0,Strength,41.0,164.0,8.9,3.2,2023-01-09 00:00:00,Medium
1574,42.0,Female,191.0,91.0,11433.0,633.0,cardio,58.0,142.0,3.8,1.4,2023-01-09 02:00:00,High
1863,57.0,Unknown,160.0,78.0,13344.0,154.0,cardio,113.0,126.0,4.7,1.4,2023-01-09 03:00:00,High
1742,45.0,Unknown,157.0,46.0,12888.0,306.0,Unknown,72.0,109.0,6.1,3.8,2023-01-09 04:00:00,High
1240,56.0,Male,169.0,77.0,4827.0,201.0,Unknown,86.0,145.0,8.5,3.1,2023-01-09 05:00:00,Low
1563,49.0,Male,199.0,51.0,18787.0,392.0,Yoga,68.0,147.0,4.7,1.0,2023-01-09 06:00:00,High
1095,52.0,Unknown,197.0,63.0,17257.0,569.0,Unknown,96.0,105.0,6.8,0.8,2023-01-09 07:00:00,High
1899,37.0,Female,152.0,59.0,17793.0,574.0,cardio,76.0,167.0,3.6,3.4,2023-01-09 08:00:00,High
1733,22.0,Male,163.0,77.0,2916.0,480.2138947368421,HIIT,108.0,168.0,6.5,3.3,2023-01-09 09:00:00,Low
1484,47.0,Male,169.0,58.0,3859.0,503.0,Cardio,64.40168421052631,87.0,4.2,2.8,2023-01-09 10:00:00,Low
1406,47.0,Male,141.0,47.0,8072.0,768.0,cardio,59.0,151.0,4.5,1.2,2023-01-09 10:00:00,Medium
1230,40.0,Female,158.0,94.0,16523.0,480.2138947368421,HIIT,94.0,100.0,5.6,2.2,2023-01-09 12:00:00,High
1748,48.0,Female,186.0,98.0,3051.0,265.0,Cardio,80.0,176.0,8.3,2.6,2023-01-09 13:00:00,Low
1654,22.0,Female,169.0,50.0,10814.5,480.2138947368421,HIIT,35.0,152.0,8.2,3.8,2023-01-09 14:00:00,High
1170,27.0,Male,186.0,93.0,3968.0,629.0,cardio,32.0,178.0,5.9,1.1,2023-01-09 15:00:00,Low
1540,31.0,Unknown,164.0,67.0,9936.0,437.0,Cardio,105.0,134.0,3.8,2.3,2023-01-09 16:00:00,Medium
1035,31.0,Male,189.0,64.0,1601.0,626.0,HIIT,72.0,152.0,5.0,1.1,2023-01-09 17:00:00,Low
1524,58.0,Female,153.0,104.0,16451.0,480.2138947368421,Yoga,75.0,67.0,6.5,2.1,2023-01-09 18:00:00,High
1159,51.0,Unknown,145.0,89.0,14257.0,580.0,Cardio,48.0,76.0,9.1,1.2,2023-01-09 19:00:00,High
1838,28.0,Male,151.0,105.0,6274.0,427.0,HIIT,75.0,141.0,9.8,3.4,2023-01-09 20:00:00,Medium
1698,22.0,Female,159.0,100.0,10814.5,466.0,Yoga,112.0,121.0,7.5,1.4,2023-01-09 21:00:00,High
1242,51.0,Male,162.0,46.0,11866.0,787.0,Cardio,55.0,144.0,5.5,2.0,2023-01-09 22:00:00,High
1085,24.0,Female,169.0,89.0,13368.0,507.0,HIIT,24.0,125.0,7.9,1.9,2023-01-09 23:00:00,High
1795,47.0,Unknown,169.0,84.0,9674.0,425.0,cardio,25.0,55.0,5.4,3.5,2023-01-10 00:00:00,Medium
1577,26.0,Unknown,177.0,68.0,16462.0,493.0,Cardio,99.0,139.0,7.4,2.2390315789473685,2023-01-10 01:00:00,High
1681,23.0,Male,197.0,73.0,12503.0,580.0,Unknown,81.0,129.0,4.7,0.7,2023-01-10 02:00:00,High
1556,48.0,Female,169.0,98.0,16624.0,708.0,Yoga,25.0,132.0,4.9,0.7,2023-01-10 03:00:00,High
1573,38.0,Male,180.0,97.0,15370.0,712.0,Unknown,94.0,131.0,3.5,2.4,2023-01-10 04:00:00,High
1952,37.0,Female,169.0,93.0,6368.0,588.0,Unknown,48.0,94.0,5.9,2.0,2023-01-10 05:00:00,Medium
1645,23.0,Female,196.0,76.0,13567.0,611.0,HIIT,20.0,120.0,7.3,1.5,2023-01-10 06:00:00,High
1795,37.0,Female,197.0,105.0,4825.0,419.0,cardio,97.0,56.0,8.5,3.3,2023-01-10 07:00:00,Low
1027,19.0,Male,175.0,86.0,11391.0,580.0,Yoga,64.40168421052631,193.0,8.7,1.0,2023-01-10 08:00:00,High
1619,55.0,Male,188.0,45.0,10874.0,170.0,Cardio,27.0,175.0,9.9,3.9,2023-01-10 09:00:00,High
1555,18.0,Male,173.0,107.0,4608.0,292.0,Unknown,32.0,107.0,3.6,2.2390315789473685,2023-01-10 10:00:00,Low
